"Frequency / Hz","Vm3:Measured voltage","Vm4:Measured voltage","Vm5:Measured voltage"
6650,1.2839257920919657e-10,3.9906158515235494e-11,1.6564915654697594e-10
6700,2.128806737806641e-10,1.038641768232778e-10,1.518947593439459e-10
6750,3.2673087191155475e-10,6.7463248434115416e-11,3.5248392780310672e-10
6800,7.0589183524136803e-11,9.9841819975350178e-11,1.4030845619454594e-10
6850,1.8870766371298504e-10,1.3222790638716026e-11,1.8700317991034735e-10
6900,2.6415429018922573e-10,1.2410622333148909e-10,2.1141344690128639e-10
6950,1.5271989832206913e-10,2.7985788078675626e-10,1.2715946269425818e-10
7000,4.6185560461689495e-11,1.0843007648595307e-10,1.1843130897784787e-10
7050,6.9792138306832159e-11,1.157840342281006e-10,9.3813293431993063e-11
7100,1.3829024717981789e-10,1.3292149943735555e-10,1.8212202010754022e-11
7150,1.3338252673732417e-10,1.5105209796733745e-10,1.479501916514036e-10
7200,2.8220123499633728e-10,2.4725673379976214e-10,6.3455212032861865e-11
7250,1.923984146223662e-10,1.3166913839116552e-10,7.2849198495287008e-11
7300,1.3445670210764814e-10,1.3070047243361509e-10,1.9418287625163085e-10
7350,5.8662950712808783e-11,9.2416107153972172e-11,1.2501121980475203e-10
7400,3.1234173468686716e-11,1.4270912649538946e-10,1.6029960124075335e-10
7450,7.7376521801944001e-11,1.0280211155845249e-10,6.1169537051197263e-11
7500,7.6432304537674882e-11,1.3706222402957179e-10,6.1682336274116118e-11
7550,2.4488683712199986e-10,1.5325228297943163e-10,3.3759501604176975e-10
7600,7.6355233866980152e-11,6.0403126884040569e-11,1.3339924034571424e-10
7650,1.0090688903501246e-10,1.6727073802760005e-10,6.7368542090685317e-11
7700,1.7435417939151099e-11,5.2111765571852e-11,6.8601347938175219e-11
7750,1.5642856044168484e-10,1.0645554468189582e-10,1.2848700674428332e-10
7800,1.0123617496802725e-10,1.5156670230539712e-10,1.1529869558815405e-10
7850,1.6353633952287325e-10,2.0926065087579806e-10,1.555618566844144e-10
7900,1.2004758930962627e-11,1.3628624756938919e-10,1.2428471640904096e-10
7950,7.8596423244639792e-11,2.3002157200218179e-10,2.0385929444040437e-10
8000,1.679774741590248e-10,1.570568599839789e-10,1.8027118367529426e-10
8050,9.8672881526562133e-11,1.8815619248602434e-10,9.0708279388669407e-11
8100,1.7869573170659783e-10,1.1689770618089107e-10,1.0142036414286628e-10
8150,1.9391138576152343e-10,8.0210045637859838e-11,1.1639285539717284e-10
8200,1.635326346936609e-10,2.4787156444507212e-10,9.2882135324994149e-11
8250,2.9711827434032364e-10,8.3541915815383508e-11,2.5611742843258871e-10
8300,1.614667126161087e-10,7.1978885974654717e-11,1.6928436702398527e-10
8350,5.9650138818747245e-11,8.5388759909515227e-11,2.6828481326411109e-11
8400,9.216038639002738e-11,1.1290971433626676e-10,1.9165870990328734e-10
8450,3.1558025084789369e-11,4.0144083462876359e-11,5.0442262536191698e-11
8500,1.3857108949343766e-10,2.2066264028678555e-10,1.7211067271996533e-10
8550,8.0744698094544258e-11,1.5971803593024037e-10,2.34950014607294e-10
8600,2.5504954705168906e-10,1.4819670745027479e-10,2.8419618427179147e-10
8650,1.4752461397917879e-10,1.6436385874073249e-10,1.0992689616301529e-10
8700,1.1118470078300856e-10,7.7940612890026159e-11,6.3256270481776137e-11
8750,1.2884018461482579e-10,9.6266126157798241e-11,1.1111811986178487e-10
8800,3.8919523820443836e-11,1.2387835354486696e-10,1.627881930653019e-10
8850,3.7209648438426184e-10,1.4063296843240426e-10,2.5083448251148671e-10
8900,2.5310619169940359e-10,1.4555555210587005e-10,2.0510168815824832e-10
8950,2.4483731583564633e-10,2.0417419815316075e-10,5.5366394776366175e-11
9000,1.9803307082572419e-10,2.1854790172511473e-10,3.5271848681415684e-11
9050,2.732697079779488e-10,4.735946052720731e-10,2.6494389481712375e-10
9100,2.0231465255653215e-10,1.8448520737066716e-10,1.3645343974116885e-10
9150,9.1650055179191581e-11,1.0467944374455698e-10,5.3721698608671949e-11
9200,2.6010100705027741e-10,2.1855490380423747e-10,7.2787261861412103e-11
9250,7.7457981046574883e-11,6.9811535713343529e-11,1.219371319060841e-10
9300,2.0190884762442095e-10,1.5247803308950564e-10,1.4418972001271187e-10
9350,6.1623228867491516e-07,6.1638381809344361e-07,6.1622715826568371e-07
9400,1.1833173465428709e-10,4.2214039814237247e-11,1.5812773981746209e-10
9450,5.9728156736997419e-05,5.97281711722401e-05,5.9728145333663942e-05
9500,7.028152338382117e-11,2.4599451907111507e-10,2.0997229951006592e-10
9550,1.473397512962317e-10,1.0259456416674109e-10,5.9894820336637594e-11
9600,1.4420079523185203e-10,7.5688697395106002e-11,7.9865602917795327e-11
9650,0.17734430284312322,0.1773443028403659,0.17734430278880617
9700,1.231366004179731e-10,1.7120030042925453e-10,6.5265758704914017e-11
9750,4.4034024064500148,4.4034024063488095,4.4034024063814377
9800,3.5159431397941315e-10,1.8710289456157225e-10,3.9025700316955705e-10
9850,5.1676557936500066e-10,4.4036620196715655e-10,8.1848765979339127e-11
9900,2.7019171217160191e-10,1.9286124341954913e-10,1.5994133077727978e-10
9950,108.89505867574098,108.8950586756426,108.89505867577104
10000,1.5598884953873195e-10,2.9985822531797375e-10,3.1000306703241024e-10
10050,108.89505867586264,108.89505867575572,108.89505867569693
10100,2.631129911508837e-10,3.8982578114678943e-11,2.3279933749724009e-10
10150,1.8634704433415544e-10,1.3930987579954859e-10,5.7714714795947643e-11
10200,8.6025524278147327e-11,9.4135630838842252e-11,1.0515937837131236e-10
10250,4.4034024063850854,4.4034024066281754,4.4034024064408728
10300,2.1761961839676464e-10,9.2844051776957959e-11,1.2653839105053253e-10
10350,0.17734430305545229,0.17734430289537872,0.17734430284898028
10400,1.3474934321471648e-10,1.987961498350458e-10,6.4110928268607547e-11
10450,1.2263248270333409e-10,8.2027144156044074e-11,4.0664552644449787e-11
10500,1.2590340956391265e-10,1.3129834959103275e-10,1.7652029196391651e-10
10550,5.9728104761729193e-05,5.9728265157366497e-05,5.9728230878052646e-05
10600,8.9143701059837741e-11,1.7645810127257981e-10,1.7600465039080905e-10
10650,6.1658712316635254e-07,6.1646687483276145e-07,6.165775179692648e-07
10700,2.6932797915805477e-10,1.2921372942367895e-10,1.5329407159593258e-10
10750,1.8591338745385692e-10,1.0326003784628891e-10,1.1969130332603485e-10
10800,1.2733533055310455e-10,2.0037097623258744e-10,1.3221510654269551e-10
10850,6.8918552613993625e-11,9.1704011486010162e-11,1.315513585249065e-10
10900,1.5222615636272328e-10,2.0819778988827403e-10,3.2037795935662708e-10
10950,1.3013786511282098e-10,2.6976136636329869e-10,2.5516617369350961e-10
11000,4.7449217209901619e-11,1.4243205328132597e-10,1.824055405382806e-10
11050,1.0075382653453096e-10,9.0400264211381834e-11,1.6619629056170317e-10
11100,1.5844804518959322e-10,1.644167695344142e-10,1.9043963724779372e-10
11150,1.3188482146460026e-10,1.5195212051918016e-10,7.7068124484306314e-11
11200,1.0250783418830107e-10,4.8387794376300726e-11,9.9157073778624523e-11
11250,1.5201463432565258e-10,1.6105189212762147e-10,1.568351427599476e-10
11300,8.864654549064425e-11,1.0912618419524216e-10,5.0589925260507672e-11
11350,1.0969750139216596e-10,8.863756353480786e-11,1.9048332843149316e-10
11400,5.0187806789978439e-11,2.0825870073755413e-10,1.6251062972417859e-10
11450,6.3273248081505873e-11,1.071156945739601e-10,1.009906412670923e-10
11500,2.4346024003970957e-10,2.0279370311234687e-10,9.7990089974137283e-11
11550,3.7148098917558146e-10,1.3387012592023497e-11,3.8359756745666641e-10
11600,1.2507628508033231e-10,3.0336305302171654e-10,2.2717505863954052e-10
11650,1.1235074018370395e-10,1.8218247751545585e-10,7.6147128680239886e-11
11700,7.8263244440111689e-11,2.2217249341920912e-10,1.4419197260458625e-10
11750,1.4520323748698095e-10,2.3589458984770801e-10,1.5195708237759641e-10
11800,6.5916439343693993e-11,1.1811555335096672e-10,5.8521496796716306e-11
11850,1.0517287030290175e-10,4.9747293659579071e-11,6.5872877713722802e-11
11900,8.1929489901208706e-11,2.2779798837458402e-10,1.7510295343141417e-10
11950,1.30403996714142e-10,1.2162859429085511e-10,2.12664959571175e-10
12000,2.0323906994338789e-10,8.9196076122585591e-11,2.0950603070095273e-10
12050,2.0848782926584815e-10,1.8853635410889735e-10,2.1942761386840985e-10
12100,9.1077188119440812e-11,1.686074275618571e-10,8.3821775047167168e-11
12150,1.2271866569684977e-10,1.0666521595074771e-10,5.6860050643270685e-11
12200,1.8627729385026416e-10,1.29913463768495e-10,7.1661952498726194e-11
12250,2.2381536504872191e-10,4.2062603566614648e-10,2.4564392104835737e-10
12300,9.6770143040390548e-11,7.6853861315980833e-11,1.6193168179878129e-10
12350,3.0848702794431844e-10,1.0827494006970301e-10,2.0434463359082486e-10
12400,5.4026664759508165e-11,1.4706913945290381e-10,1.6805210605074101e-10
12450,1.8750244789513626e-10,1.6448421451349142e-10,2.3247202095740024e-11
12500,6.2742473361916896e-11,1.083270505520668e-10,1.7093034070471734e-10
12550,1.3572233286899981e-10,1.2706954197694807e-10,1.5711167211032174e-11
12600,1.7942446423497172e-10,1.3069279256386297e-10,1.1257302356664863e-10
12650,1.0152778943427564e-10,2.2160586988558676e-10,1.6728526492921528e-10
12700,1.6926574222273095e-10,1.6750630148536004e-10,1.8625656290581942e-11
12750,1.5704949067125515e-11,7.5645241797639761e-11,7.2459335401418613e-11
12800,1.3876371201698638e-10,2.4156644955964542e-10,2.1419027869035846e-10
12850,1.3210553650203779e-10,1.0502373771180207e-10,1.9879708208162025e-10
12900,1.1102060530049761e-10,1.136011096582696e-10,8.6927789629422214e-11
12950,9.5672194851426534e-11,8.7072007518087055e-11,1.7573225439538979e-10
13000,5.7825052695754993e-11,1.006007059387271e-10,9.1221310086781059e-11
13050,9.3378502991553142e-11,5.9344964812613414e-11,4.1717592837907909e-11
13100,8.6328541384146339e-11,9.615913416863457e-11,7.9088170459411445e-11
13150,1.3902806347717977e-10,1.2150707940752335e-10,1.7960863450809052e-11
13200,1.1172060223287569e-10,1.4724229483179687e-10,1.1301188203034579e-10
13250,1.6320906892357582e-10,1.9996640994659998e-10,1.7681923893890131e-10
13300,7.6021555417321898e-11,6.9519797866147529e-11,6.2270896949142548e-11
13350,5.9898227822535346e-11,9.7638349886875531e-11,8.7021312816450007e-11
13400,1.4985066067295705e-10,9.3358131398048864e-11,6.5635381940255021e-11
13450,3.7870507154774413e-11,1.4326875200428026e-10,1.6500779645807337e-10
13500,7.7339051217720829e-11,1.0490324277721979e-10,1.7721521892334041e-10
13550,9.4546875043262772e-11,9.9401881473958016e-12,1.0382103722009661e-10
13600,8.8985132424313749e-11,2.0054369602307107e-11,1.0245800586793869e-10
13650,1.1419317953524027e-10,1.0448834654578002e-10,1.0914958991559706e-10
13700,2.3238894857454463e-10,1.4682519267962104e-10,2.7935018740909836e-10
13750,6.2822149314749851e-11,1.7959815315097925e-10,1.5026306780061602e-10
13800,1.4971250602439708e-10,1.802996206746026e-10,2.6868297781365146e-10
13850,3.1587010583226883e-10,1.6031649995803107e-10,1.5710456835704577e-10
13900,1.1264038664420591e-10,2.6897535725530698e-10,1.6047348254449251e-10
13950,1.3427858732282393e-10,2.0142779860975454e-10,1.0250473748795074e-10
14000,1.6223171447973106e-10,9.1360982847709678e-11,7.1147649588064916e-11
14050,1.6213566518674853e-10,1.5424487779733048e-10,1.1970251333494371e-10
14100,2.6242265250731226e-10,1.0767808788654016e-10,3.3578411730612101e-10
14150,7.2010912845302694e-11,1.7041795559454553e-10,1.1926424663797982e-10
14200,1.4468298545894497e-07,1.4466005275807628e-07,1.4458927472015992e-07
14250,2.1866505114064001e-10,1.2631187152086382e-10,3.0642805782025851e-10
14300,9.4958596284109445e-06,9.4959870174583905e-06,9.4959620553070413e-06
14350,7.1713062866489709e-11,3.3993246955594325e-11,6.4079901742355232e-11
14400,1.3756576882551129e-10,1.6104389860291521e-10,7.3017054789955756e-11
14450,1.6854509901817421e-10,6.9844192911470282e-11,2.3297901477890368e-10
14500,0.016534645849173437,0.016534645796303406,0.016534645849874331
14550,1.648733018020122e-10,2.6204064629060244e-10,9.7320913737066649e-11
14600,0.38838110440989076,0.38838110452754887,0.38838110423823147
14650,1.6789914986634527e-10,1.5914447526448931e-10,1.4897236332441685e-10
14700,4.2870236131052412e-11,1.9974311976696579e-10,1.5957544079166495e-10
14750,2.8298538539291461e-10,2.0502962504540237e-10,4.8148158850104391e-10
14800,36.181014338477226,36.181014338138752,36.181014338224159
14850,6.6093438937296752e-11,2.2664320151460742e-10,1.7864583093949797e-10
14900,61.056357908759601,61.056357908675821,61.056357908930281
14950,1.6953987338457913e-10,1.9817891633274519e-10,3.6092558110232071e-10
15000,9.431784594391974e-11,2.0754816676545615e-10,1.4926044275626791e-10
15050,2.3325371927853139e-10,1.5150556673053491e-10,9.8731203945432318e-11
15100,61.05635790899963,61.056357908981916,61.056357909118859
15150,1.5331949766432003e-10,4.4315907230364448e-11,1.6071264505222384e-10
15200,36.18101433798077,36.181014338253462,36.181014338074995
15250,1.5365518501635891e-10,8.2989555259329068e-11,2.0144057195893919e-10
15300,2.6590592455029901e-11,2.1448949632444675e-10,1.9500370033546546e-10
15350,7.5058003202023944e-12,2.1431868666114727e-11,2.7586731039837091e-11
15400,0.38838110459304476,0.38838110480899074,0.38838110460543906
15450,2.7843373679369373e-10,2.7698583494872178e-10,1.5960316059043959e-10
15500,0.016534645810894592,0.016534645709528055,0.01653464571258818
15550,1.0388655558140082e-10,5.4788512644862218e-11,1.4622531326748477e-10
15600,6.9025822845227533e-11,1.7992012624570701e-10,1.9896684500887399e-10
15650,1.8695358488973872e-10,1.2515986596874942e-10,3.1170810877681211e-10
15700,9.4961657498034294e-06,9.4960941208819767e-06,9.4962726503932551e-06
15750,8.9503118667360456e-11,1.7132382221122905e-10,1.6759817783780453e-10
15800,1.4443944677015758e-07,1.4461189114676328e-07,1.4460028237711744e-07
15850,4.241067073141857e-11,1.6198651307043081e-10,1.7316699484426801e-10
15900,2.2252114041821511e-10,1.3283359465408117e-10,3.1434627014292077e-10
15950,1.2062828301281274e-10,1.0041586412020473e-10,1.2791655993848991e-10
16000,2.1978599311533271e-10,1.5951862211094467e-10,1.4126773606885465e-10
16050,7.082115296743074e-11,1.2913490507962395e-10,1.1922424514366818e-10
16100,7.7776185022951331e-11,1.2363462684985742e-10,1.1417648517742376e-10
16150,5.5206683471046039e-11,1.2366176618782758e-11,4.3066635615503416e-11
16200,1.7176160724033137e-10,1.2967929430141674e-10,1.3065718226978861e-10
16250,1.0995862826195763e-10,1.604066608836892e-10,1.8436346887971879e-10
16300,1.2637301121152576e-10,2.008651028660967e-10,1.1235207286403455e-10
16350,1.0561608858090652e-10,1.5310585087345901e-10,1.3522787742626234e-10
16400,2.1606445448606873e-10,2.8270599469145521e-10,2.1664525481569615e-10
16450,1.6531148483742005e-11,2.0083292788725875e-10,1.8430565215954983e-10
16500,2.4798712535009582e-10,3.5914101303962614e-10,1.2222581297439665e-10
16550,2.6092526073148552e-11,4.2573723199105603e-11,6.312706406474197e-11
16600,1.0797445162085382e-10,1.1809024945069474e-10,1.9038642805980361e-10
16650,1.3382905819891182e-10,7.866788757156367e-11,1.4464352935049322e-10
16700,8.9472054563591832e-11,8.0692738610269853e-11,1.5397527505218092e-10
16750,6.7889091979143833e-11,2.4842293294491366e-10,1.9286004002293182e-10
16800,1.3509080445663363e-10,8.7975530764028521e-11,5.9798950950839013e-11
16850,1.2774006573500927e-10,1.0729062918785872e-10,1.5646400965537122e-10
16900,8.6602659136230773e-11,1.9850327773158551e-10,1.1807801782591894e-10
16950,1.1873455550598642e-10,1.5542367546733849e-10,3.8584661108104189e-11
17000,1.6086853060553749e-10,2.7290996948396365e-10,2.7861933083739787e-10
17050,1.3857153280664353e-10,1.9810129689577687e-11,1.2657388559317659e-10
17100,4.4558272162046301e-11,6.9203574881909104e-11,3.6848478155350168e-11
17150,1.9895188190054607e-10,6.5270632386750015e-11,1.566720702090842e-10
17200,4.1015621584393154e-11,1.9240624730675264e-10,1.8132632248859485e-10
17250,1.5204944529800308e-10,1.4848381703443076e-10,4.4045394672142277e-12
17300,6.2192186994680243e-11,9.8655890156307323e-11,1.2891321560705764e-10
17350,1.1947621723565343e-10,1.6025641017563051e-10,5.5225224668651495e-11
17400,8.7269371883102809e-11,1.654823646134466e-10,8.4030277133535157e-11
17450,1.4689083198293375e-10,1.9018403773992234e-10,7.8434433900218232e-11
17500,3.072537635965855e-11,1.8510645175412681e-10,2.1344834518074045e-10
17550,1.064054485446344e-10,1.1832640919936196e-10,1.3093994523241726e-11
17600,1.358654513110201e-10,9.722253021646266e-11,4.4345012308777123e-11
17650,1.9478090429715445e-10,1.2518779154259502e-10,2.6380678966276835e-10
17700,8.9641855571165142e-11,2.3371764952805316e-10,1.5025319193260179e-10
17750,1.3468089595626533e-10,2.3287302611978342e-10,2.3334584191579052e-10
17800,8.4974736350863558e-11,1.6442824348899211e-10,1.2386550398403332e-10
17850,2.1218175382953067e-10,2.0833681279625222e-10,1.3129984575728404e-10
17900,1.0459251367639809e-10,3.3466701215410993e-11,1.2545733890148614e-10
17950,2.2294177844148257e-10,1.7190168219280693e-10,5.7446785678464574e-11
18000,5.1395381666653646e-11,1.6414304113323153e-10,1.6982730051710078e-10
18050,2.5163852192894274e-10,3.6292216671290462e-10,1.2430420639198286e-10
18100,2.1854189366965296e-10,2.0937602712822266e-10,5.4738728192094556e-11
18150,1.0111693182163995e-10,6.97258545386672e-11,4.910433904155455e-11
