"Frequency / Hz","Vm3:Measured voltage","Vm4:Measured voltage","Vm5:Measured voltage"
18150,4.7311407510465681e-11,2.1824789920940447e-10,1.8341726339089015e-10
18200,1.4713001787305289e-10,1.6917561335033888e-10,2.5890918957461695e-11
18250,1.8853204819605707e-10,3.1666201143676669e-10,1.4567230228616615e-10
18300,7.059723451761022e-11,9.4435768770018127e-11,1.6075170644759503e-10
18350,8.9353030055164893e-11,6.5863638068547435e-11,4.9797839062916196e-11
18400,5.3557733182218981e-11,1.2021624804482446e-10,1.7335974224400259e-10
18450,3.1445137514818184e-11,1.4679146924440947e-10,1.2198342422972061e-10
18500,9.9890777924949024e-11,1.0288494464489031e-10,1.1004351746065918e-10
18550,8.6900406623094896e-11,6.74650951540363e-11,3.7162454823318531e-11
18600,1.0122086652693093e-10,1.6229074662753459e-10,8.0942190316720637e-11
18650,1.5589171437400269e-10,9.7822726742226735e-11,5.984480770196448e-11
18700,9.1750062592665089e-11,2.0844218597444168e-10,1.5026827563539011e-10
18750,1.9112364190294558e-10,2.6523461078273019e-10,7.4791937396275446e-11
18800,9.8003424453573202e-11,2.4254789008849536e-10,1.4547523292085586e-10
18850,7.7226846056872051e-10,1.0094347967852701e-09,8.1934529117736585e-10
18900,1.5467173620013484e-10,1.7062003044568567e-10,1.6334159015506442e-10
18950,1.8152150310859189e-10,1.1154827212261177e-10,1.1779290862683066e-10
19000,1.9065250564298207e-10,3.1145260259961494e-10,2.7418978398579244e-10
19050,1.5356877490979963e-06,1.5357381489337683e-06,1.5356354072239402e-06
19100,6.9881900769167237e-11,5.2055574218428502e-11,2.3638982220141379e-11
19150,5.0260044661048172e-05,5.0260000446321145e-05,5.0259924172895385e-05
19200,2.1559742355308026e-10,2.4422795628788845e-10,1.8471323137669599e-10
19250,1.5054645178658301e-10,1.5740880402289854e-10,1.3331371988403122e-10
19300,1.1954737160052871e-10,1.374590806710703e-10,1.5490067185009076e-10
19350,0.024962583346436768,0.024962583361014843,0.024962583367926245
19400,2.0204126079114497e-10,3.5201235244341639e-10,2.7533563730267799e-10
19450,0.34709740270019585,0.34709740285176022,0.34709740257591681
19500,1.5274111453275417e-10,1.6072044636424666e-10,3.0507598934501908e-10
19550,2.185447837878649e-10,3.8663580146615429e-10,2.0844979044439768e-10
19600,7.9271326110125894e-11,1.9582694584841674e-10,1.236451979031809e-10
19650,17.369190134129436,17.369190134007855,17.369190134027765
19700,4.2412618527671216e-10,1.9837043086231626e-10,2.7760681106489406e-10
19750,41.109801372797719,41.109801372888562,41.109801372962551
19800,9.1811546240636836e-11,2.2784848449259911e-10,1.6149932608919331e-10
19850,1.3216600091927847e-10,7.1451972744400174e-11,1.0927642148248339e-10
19900,2.1790643618364264e-10,7.0829307389292648e-11,2.8059282105699492e-10
19950,23.41852514248226,23.418525142665544,23.418525142437193
20000,1.9211423193198651e-10,1.5637437519579706e-10,2.8049623738801138e-10
20050,23.41852514271574,23.418525142555751,23.41852514254586
20100,9.7599894625654026e-11,1.0040584682154235e-10,1.4895232268961941e-10
20150,1.9679392974108206e-10,2.3221838998541276e-10,4.6525703172190893e-11
20200,2.4856354776874194e-10,2.1087863718937593e-10,2.7800729552379382e-10
20250,41.109801373013539,41.10980137283704,41.109801372909232
20300,3.4892069846744741e-10,1.2246986903464342e-10,2.3474573382545514e-10
20350,17.369190133806313,17.369190134003681,17.369190133869875
20400,1.6328135320889656e-10,2.6173049592802056e-10,2.2538574113955695e-10
20450,2.6256591204470706e-11,1.3553662257905278e-10,1.1664726344272201e-10
20500,7.5738729461620249e-11,1.2737518750648752e-10,1.7506616897618216e-10
20550,0.34709740268024547,0.34709740263320843,0.34709740276204287
20600,3.364474631439131e-11,1.6384241509541976e-10,1.4135065910853298e-10
20650,0.024962583251930549,0.024962583019829888,0.0249625831601233
20700,1.091376882858613e-10,6.7537605650487493e-11,4.7306371454726103e-11
20750,1.3737757959682467e-10,1.1920541224214186e-10,1.0698157167883962e-10
20800,4.0346657675560569e-11,1.4606003780633132e-10,1.6865175210077424e-10
20850,5.0260147736368959e-05,5.0260006868715574e-05,5.026018723691864e-05
20900,1.3457792681672541e-10,5.6045998508717957e-11,1.4367289143324135e-10
20950,1.5356351395544915e-06,1.5356211389165786e-06,1.5357741254566461e-06
21000,1.5156343974700181e-10,5.8039946917894236e-11,9.4235893118785e-11
21050,2.4095315364428632e-11,1.5606286808886228e-10,1.3720719087526535e-10
21100,1.3684157859207102e-10,1.2773113213630188e-10,2.0970671079533692e-10
21150,8.9240705279845325e-10,7.9462443091093263e-10,9.1196458079757556e-10
21200,2.1756882204679765e-10,3.0203486655206106e-10,1.9387719322380264e-10
21250,2.9227220486422625e-11,4.694014494648687e-11,3.9874442643902901e-11
21300,5.2279090609299744e-11,4.4709439496832605e-11,7.0367912788634637e-11
21350,1.0318242870710011e-10,8.009712201803169e-11,1.2840868772895196e-10
21400,2.6361809400146496e-11,2.0560974500923118e-10,1.8155249211766598e-10
21450,1.6840208261809828e-11,1.1356042512268128e-10,1.209474098838018e-10
21500,1.796654925707366e-10,9.4752636899220411e-11,1.9986498231144603e-10
21550,2.2603811597803618e-10,3.2786299140310545e-10,1.6567105858139549e-10
21600,1.9327524792878476e-10,1.0059566795361129e-10,1.8449547384951077e-10
21650,2.6260858359903288e-10,1.5294307777319964e-10,2.8157589192330744e-10
21700,1.0917113059598104e-10,5.5858806685250511e-11,1.2075898881158246e-10
21750,2.1951607693691273e-10,1.0282892031037596e-10,1.1717411219844447e-10
21800,6.7731527470376208e-11,6.7093547835362744e-11,1.4687664086190984e-11
21850,8.4267217327378789e-11,1.9386156382789927e-10,2.5098395304204383e-10
21900,6.8293751947448129e-11,1.4416949636450949e-10,2.0457454311875048e-10
21950,1.126793086596022e-10,1.5778481271596182e-10,5.6098175746447848e-11
22000,2.7715343998055328e-10,2.7980712945872116e-10,9.021889798504165e-11
22050,1.9458391072070888e-10,1.5125542079524249e-10,2.3197267902018618e-10
22100,2.0878162456240238e-10,5.6137673004565126e-11,2.0458678015035123e-10
22150,3.1640427830522611e-11,1.4638224457050832e-10,1.5009513798322315e-10
22200,7.0242533528743311e-11,9.6355167719988977e-11,9.80082756324419e-11
22250,8.5042496361664306e-11,1.6781088251892937e-10,1.058980137296588e-10
22300,9.439359020541755e-11,1.8406125279547644e-10,1.0893254413293344e-10
22350,5.1850195950885981e-11,2.1330791662662051e-10,1.6922519577470266e-10
22400,2.6273214120918891e-10,2.8020889700826388e-10,1.6330407580916472e-10
22450,1.3993016637748295e-10,2.2193890888333798e-10,1.4132853621813688e-10
22500,1.1327286417179216e-10,2.2484163689712888e-10,1.4946882728754561e-10
22550,1.4170419322915338e-10,4.1226594545639391e-11,1.037260489375847e-10
22600,5.7218642276059511e-11,2.1172850380604715e-10,1.6595272879294909e-10
22650,1.0252363378059531e-10,1.2984863870511222e-10,2.9549567833361008e-11
22700,1.3994659469804159e-10,6.4427571529995431e-11,9.2181522713894025e-11
22750,1.1821543307561475e-10,1.7765075463781215e-10,1.9881936956091232e-10
22800,1.6907823527416818e-10,1.6648528326001529e-10,2.7192603775448888e-10
22850,1.0294813971693975e-10,1.7366474061445746e-10,1.1233409463519322e-10
22900,2.0463715932770936e-10,9.0245195674628071e-11,2.4869642208598909e-10
22950,2.4318502377269965e-10,1.4790245324458055e-10,9.7972880769656825e-11
23000,2.1949149818457616e-10,1.5038716803612934e-10,1.2648039064887422e-10
23050,1.0020671211709559e-10,2.1252049884558876e-10,1.1403799140465136e-10
23100,1.5793341508033452e-10,7.0470743556522566e-11,1.1574293063432269e-10
23150,7.0075439225404096e-11,9.784852712780071e-11,3.866099853935082e-11
23200,1.6770857834332773e-10,8.8265870213119094e-11,9.0483621069416994e-11
23250,1.4270240775422102e-10,9.624740755528575e-11,1.0042196518040119e-10
23300,6.676873016236746e-11,7.639398690057823e-11,1.3316742134092225e-10
23350,7.9258319301261258e-11,1.1187442913083631e-10,1.7873116199052374e-10
23400,2.0123111205053911e-10,2.0925268741455344e-10,1.0882844867988837e-10
23450,1.3307747222433333e-10,2.083612493002833e-10,1.4769010156850266e-10
23500,1.9512656604531799e-10,2.0044559629635499e-10,7.3722015773016553e-11
23550,1.4407875077232478e-10,9.1196208134053544e-12,1.3708916836878126e-10
23600,4.7121964854317595e-11,1.8616338623879304e-11,5.3601574118749892e-11
23650,2.1222256252950929e-10,7.1128659447795309e-11,1.5984956516554298e-10
23700,3.284417984469634e-10,8.0848390330452488e-11,3.0680886110650155e-10
23750,1.9555507577490438e-10,1.3974511892310934e-10,8.4758121371499784e-11
23800,1.580896834091675e-10,4.8346001715957518e-11,1.2073232301424726e-10
23850,1.0063079712691707e-10,2.3635848106982732e-10,1.4027765314765307e-10
23900,4.6617851846376296e-07,4.6628913888428765e-07,4.6610845901926688e-07
23950,1.835039945582938e-10,7.7604380509069416e-11,1.8245505995504511e-10
24000,1.3065333230136259e-05,1.3065266791136534e-05,1.3065235585184035e-05
24050,7.5885378722743454e-11,2.1221864311904374e-10,1.5613825659952926e-10
24100,9.0177031856889804e-11,5.3241599215401393e-11,1.3951251904361812e-10
24150,5.6461813214982875e-11,7.8395280690594906e-11,7.2941040109719086e-11
24200,0.0053123550257662983,0.0053123549199375871,0.0053123550879512786
24250,1.0908709453112384e-10,1.5052895286862398e-10,4.3122358642990121e-11
24300,0.072414363049870145,0.072414363061486686,0.072414362928035408
24350,5.6671973282363296e-11,1.0828017725953528e-10,7.886469099032178e-11
24400,2.0549696322893146e-10,1.9603031349472149e-10,2.6544018241231731e-10
24450,1.7719059344399055e-10,4.7962240809842463e-11,2.2404678549473315e-10
24500,4.7378358524460857,4.7378358522540021,4.7378358524030899
24550,1.4944300313517784e-10,1.8248362976637384e-10,1.8356525248430876e-10
24600,18.451361255476332,18.451361255348704,18.451361255575645
24650,1.1335350803925388e-10,1.4783740978094711e-10,7.6697400580891866e-11
24700,1.1961200848922999e-10,4.2575242858217576e-11,1.2994449970663727e-10
24750,1.3639224133022387e-10,2.0204002575657583e-10,1.5646628917703697e-10
24800,6.1278825841939133,6.1278825843056497,6.1278825842192148
24850,1.9804435647399117e-10,7.7366447251593185e-11,2.232290461734023e-10
24900,13.27336128959818,13.273361289707497,13.273361289595345
24950,1.3892226233779742e-10,1.7233134262848653e-10,1.2395099667469884e-10
25000,2.3243181872202098e-10,6.6766446284847304e-11,1.6639438759629738e-10
